data,horaEntrada,hora,minuto,tempogasto,HoraSaida,usouVoucher
1/3/2023,14:27:00,14,27,9,14:36:00,1
1/3/2023,09:48:00,9,48,21,10:09:00,1
1/3/2023,09:58:00,9,58,4,10:02:00,0
1/3/2023,17:46:00,17,46,28,18:14:00,1
1/3/2023,11:07:00,11,7,31,11:38:00,1
1/3/2023,13:00:00,13,0,35,13:35:00,1
1/3/2023,07:15:00,7,15,9,07:24:00,1
1/3/2023,07:20:00,7,20,19,07:39:00,0
1/3/2023,21:49:00,21,49,22,22:11:00,1
1/3/2023,14:25:00,14,25,31,14:56:00,0
1/3/2023,19:50:00,19,50,10,20:00:00,0
1/3/2023,16:58:00,16,58,37,17:35:00,1
1/3/2023,16:29:00,16,29,24,16:53:00,1
1/3/2023,08:22:00,8,22,29,08:51:00,0
1/3/2023,17:41:00,17,41,12,17:53:00,0
1/3/2023,18:38:00,18,38,9,18:47:00,1
1/3/2023,08:06:00,8,6,35,08:41:00,0
1/3/2023,17:19:00,17,19,24,17:43:00,1
1/3/2023,16:38:00,16,38,24,17:02:00,1
1/3/2023,08:05:00,8,5,19,08:24:00,0
1/3/2023,08:31:00,8,31,23,08:54:00,1
1/3/2023,17:06:00,17,6,43,17:49:00,1
1/3/2023,17:24:00,17,24,33,17:57:00,1
1/3/2023,11:36:00,11,36,44,12:20:00,0
1/3/2023,18:08:00,18,8,6,18:14:00,0
1/3/2023,08:03:00,8,3,8,08:11:00,1
1/3/2023,11:41:00,11,41,25,12:06:00,1
1/3/2023,08:46:00,8,46,7,08:53:00,0
1/3/2023,09:12:00,9,12,32,09:44:00,0
1/3/2023,15:50:00,15,50,40,16:30:00,1
1/3/2023,07:58:00,7,58,41,08:39:00,1
1/3/2023,13:19:00,13,19,28,13:47:00,1
1/3/2023,20:13:00,20,13,41,20:54:00,1
1/3/2023,17:06:00,17,6,35,17:41:00,0
1/3/2023,10:28:00,10,28,21,10:49:00,0
1/3/2023,21:35:00,21,35,30,22:05:00,0
1/3/2023,14:05:00,14,5,20,14:25:00,0
1/3/2023,17:51:00,17,51,19,18:10:00,1
1/3/2023,20:22:00,20,22,3,20:25:00,1
1/3/2023,12:42:00,12,42,8,12:50:00,1
1/3/2023,13:12:00,13,12,26,13:38:00,1
1/3/2023,08:51:00,8,51,39,09:30:00,1
1/3/2023,17:35:00,17,35,21,17:56:00,1
1/3/2023,18:17:00,18,17,10,18:27:00,0
1/3/2023,07:20:00,7,20,16,07:36:00,0
1/3/2023,14:55:00,14,55,23,15:18:00,0
1/3/2023,09:13:00,9,13,20,09:33:00,0
1/3/2023,11:45:00,11,45,3,11:48:00,1
1/3/2023,10:40:00,10,40,17,10:57:00,1
1/3/2023,15:01:00,15,1,24,15:25:00,1
1/3/2023,07:07:00,7,7,43,07:50:00,0
1/3/2023,16:31:00,16,31,32,17:03:00,1
1/3/2023,15:28:00,15,28,24,15:52:00,0
1/3/2023,20:40:00,20,40,42,21:22:00,1
1/3/2023,20:12:00,20,12,28,20:40:00,1
1/3/2023,20:12:00,20,12,44,20:56:00,0
1/3/2023,14:17:00,14,17,4,14:21:00,0
1/3/2023,10:15:00,10,15,10,10:25:00,1
1/3/2023,07:11:00,7,11,25,07:36:00,1
1/3/2023,20:12:00,20,12,27,20:39:00,1
1/3/2023,11:42:00,11,42,21,12:03:00,1
1/3/2023,07:30:00,7,30,20,07:50:00,1
1/3/2023,18:45:00,18,45,40,19:25:00,0
1/3/2023,18:18:00,18,18,39,18:57:00,1
1/3/2023,20:03:00,20,3,38,20:41:00,1
1/3/2023,10:55:00,10,55,23,11:18:00,1
1/3/2023,16:42:00,16,42,4,16:46:00,0
1/3/2023,07:49:00,7,49,41,08:30:00,1
1/3/2023,20:23:00,20,23,35,20:58:00,0
1/3/2023,11:09:00,11,9,34,11:43:00,1
1/3/2023,08:31:00,8,31,35,09:06:00,0
1/3/2023,16:15:00,16,15,35,16:50:00,0
1/3/2023,13:52:00,13,52,25,14:17:00,1
1/3/2023,09:28:00,9,28,19,09:47:00,0
1/3/2023,11:35:00,11,35,4,11:39:00,0
1/3/2023,14:07:00,14,7,33,14:40:00,0
1/3/2023,08:07:00,8,7,5,08:12:00,1
1/3/2023,13:37:00,13,37,45,14:22:00,0
1/3/2023,18:58:00,18,58,30,19:28:00,0
1/3/2023,14:54:00,14,54,21,15:15:00,1
1/3/2023,08:10:00,8,10,21,08:31:00,0
1/3/2023,19:25:00,19,25,8,19:33:00,0
1/3/2023,18:01:00,18,1,25,18:26:00,0
1/3/2023,17:11:00,17,11,32,17:43:00,1
1/3/2023,14:28:00,14,28,39,15:07:00,0
1/3/2023,21:31:00,21,31,5,21:36:00,0
1/3/2023,18:24:00,18,24,22,18:46:00,0
1/3/2023,14:05:00,14,5,13,14:18:00,1
1/3/2023,18:20:00,18,20,23,18:43:00,1
1/3/2023,08:28:00,8,28,5,08:33:00,0
1/3/2023,18:02:00,18,2,28,18:30:00,1
1/3/2023,15:58:00,15,58,8,16:06:00,1
1/3/2023,07:18:00,7,18,3,07:21:00,0
1/3/2023,14:30:00,14,30,43,15:13:00,1
1/3/2023,14:46:00,14,46,24,15:10:00,0
1/3/2023,21:25:00,21,25,43,22:08:00,1
1/3/2023,09:16:00,9,16,9,09:25:00,1
1/3/2023,12:25:00,12,25,36,13:01:00,0
1/3/2023,17:10:00,17,10,16,17:26:00,0
1/3/2023,09:36:00,9,36,44,10:20:00,1
1/3/2023,14:13:00,14,13,20,14:33:00,1
1/3/2023,12:54:00,12,54,9,13:03:00,1
1/3/2023,13:44:00,13,44,8,13:52:00,1
1/3/2023,11:12:00,11,12,3,11:15:00,1
1/3/2023,08:45:00,8,45,28,09:13:00,1
1/3/2023,07:12:00,7,12,39,07:51:00,0
1/3/2023,16:36:00,16,36,26,17:02:00,0
1/3/2023,07:58:00,7,58,17,08:15:00,1
1/3/2023,21:50:00,21,50,15,22:05:00,0
1/3/2023,20:50:00,20,50,3,20:53:00,1
1/3/2023,19:03:00,19,3,3,19:06:00,1
1/3/2023,21:37:00,21,37,28,22:05:00,0
1/3/2023,09:14:00,9,14,24,09:38:00,0
1/3/2023,20:01:00,20,1,11,20:12:00,1
1/3/2023,15:32:00,15,32,7,15:39:00,1
1/3/2023,09:28:00,9,28,15,09:43:00,1
1/3/2023,15:23:00,15,23,7,15:30:00,0
1/3/2023,17:12:00,17,12,3,17:15:00,1
1/3/2023,16:18:00,16,18,34,16:52:00,0
1/3/2023,16:13:00,16,13,28,16:41:00,1
1/3/2023,07:48:00,7,48,41,08:29:00,1
1/3/2023,19:38:00,19,38,18,19:56:00,0
1/3/2023,13:34:00,13,34,35,14:09:00,0
1/3/2023,19:50:00,19,50,3,19:53:00,1
1/3/2023,09:42:00,9,42,31,10:13:00,0
1/3/2023,10:16:00,10,16,42,10:58:00,0
1/3/2023,09:58:00,9,58,17,10:15:00,0
1/3/2023,09:14:00,9,14,39,09:53:00,1
1/3/2023,12:44:00,12,44,36,13:20:00,0
1/3/2023,08:45:00,8,45,45,09:30:00,1
1/3/2023,10:08:00,10,8,28,10:36:00,1
1/3/2023,10:32:00,10,32,35,11:07:00,0
1/3/2023,14:57:00,14,57,37,15:34:00,0
1/3/2023,20:03:00,20,3,9,20:12:00,0
1/3/2023,12:57:00,12,57,11,13:08:00,1
1/3/2023,20:20:00,20,20,27,20:47:00,0
1/3/2023,18:02:00,18,2,31,18:33:00,0
1/3/2023,08:19:00,8,19,39,08:58:00,0
1/3/2023,09:02:00,9,2,19,09:21:00,0
1/3/2023,10:08:00,10,8,22,10:30:00,1
1/3/2023,09:32:00,9,32,5,09:37:00,1
1/3/2023,21:14:00,21,14,28,21:42:00,0
1/3/2023,20:34:00,20,34,29,21:03:00,0
1/3/2023,15:37:00,15,37,31,16:08:00,1
1/3/2023,10:19:00,10,19,41,11:00:00,0
1/3/2023,19:29:00,19,29,29,19:58:00,1
1/3/2023,12:50:00,12,50,36,13:26:00,1
1/3/2023,20:46:00,20,46,39,21:25:00,1
1/3/2023,08:52:00,8,52,35,09:27:00,0
1/3/2023,12:47:00,12,47,21,13:08:00,1
1/3/2023,15:16:00,15,16,22,15:38:00,1
1/3/2023,07:59:00,7,59,41,08:40:00,1
1/3/2023,13:29:00,13,29,4,13:33:00,1
1/3/2023,17:33:00,17,33,8,17:41:00,0
1/3/2023,17:47:00,17,47,36,18:23:00,0
1/3/2023,15:35:00,15,35,25,16:00:00,0
1/3/2023,21:58:00,21,58,16,22:14:00,0
1/3/2023,16:36:00,16,36,9,16:45:00,1
1/3/2023,12:47:00,12,47,33,13:20:00,1
1/3/2023,11:12:00,11,12,11,11:23:00,1
1/3/2023,12:04:00,12,4,42,12:46:00,1
1/3/2023,19:14:00,19,14,40,19:54:00,1
1/3/2023,19:03:00,19,3,24,19:27:00,0
1/3/2023,10:42:00,10,42,6,10:48:00,0
1/3/2023,10:41:00,10,41,12,10:53:00,1
1/3/2023,07:49:00,7,49,17,08:06:00,1
1/3/2023,16:47:00,16,47,13,17:00:00,0
1/3/2023,12:54:00,12,54,8,13:02:00,0
1/3/2023,16:57:00,16,57,13,17:10:00,0
1/3/2023,20:09:00,20,9,22,20:31:00,1
1/3/2023,13:16:00,13,16,22,13:38:00,1
1/3/2023,14:54:00,14,54,18,15:12:00,1
1/3/2023,12:22:00,12,22,44,13:06:00,1
1/3/2023,07:00:00,7,0,13,07:13:00,0
1/3/2023,20:32:00,20,32,44,21:16:00,0
1/3/2023,11:27:00,11,27,12,11:39:00,1
1/3/2023,07:13:00,7,13,6,07:19:00,0
1/3/2023,20:08:00,20,8,18,20:26:00,0
1/3/2023,07:59:00,7,59,36,08:35:00,0
1/3/2023,14:20:00,14,20,31,14:51:00,1
1/3/2023,11:32:00,11,32,29,12:01:00,0
1/3/2023,15:42:00,15,42,17,15:59:00,1
1/3/2023,10:39:00,10,39,41,11:20:00,1
1/3/2023,16:42:00,16,42,25,17:07:00,1
1/3/2023,18:08:00,18,8,10,18:18:00,1
1/3/2023,17:02:00,17,2,4,17:06:00,1
1/3/2023,15:23:00,15,23,43,16:06:00,0
1/3/2023,11:40:00,11,40,9,11:49:00,1
1/3/2023,12:40:00,12,40,5,12:45:00,0
1/3/2023,18:08:00,18,8,3,18:11:00,0
1/3/2023,19:15:00,19,15,23,19:38:00,1
1/3/2023,14:29:00,14,29,5,14:34:00,1
1/3/2023,19:19:00,19,19,15,19:34:00,1
1/3/2023,14:44:00,14,44,7,14:51:00,1
1/3/2023,20:58:00,20,58,44,21:42:00,1
1/3/2023,17:40:00,17,40,18,17:58:00,0
1/3/2023,17:36:00,17,36,10,17:46:00,1
1/3/2023,18:50:00,18,50,31,19:21:00,1
1/3/2023,18:20:00,18,20,15,18:35:00,0
1/3/2023,08:44:00,8,44,9,08:53:00,0
1/3/2023,11:37:00,11,37,24,12:01:00,1
1/3/2023,10:44:00,10,44,17,11:01:00,0
1/3/2023,14:14:00,14,14,10,14:24:00,0
1/3/2023,15:22:00,15,22,14,15:36:00,1
1/3/2023,17:11:00,17,11,9,17:20:00,1
1/3/2023,18:31:00,18,31,30,19:01:00,0
1/3/2023,21:21:00,21,21,17,21:38:00,1
1/3/2023,21:42:00,21,42,10,21:52:00,0
1/3/2023,19:04:00,19,4,41,19:45:00,1
1/3/2023,15:12:00,15,12,45,15:57:00,0
1/3/2023,15:18:00,15,18,19,15:37:00,0
1/3/2023,14:14:00,14,14,21,14:35:00,1
1/3/2023,15:35:00,15,35,42,16:17:00,0
1/3/2023,08:22:00,8,22,31,08:53:00,0
1/3/2023,11:56:00,11,56,11,12:07:00,0
1/3/2023,08:53:00,8,53,37,09:30:00,0
1/3/2023,09:31:00,9,31,12,09:43:00,1
1/3/2023,12:44:00,12,44,28,13:12:00,1
1/3/2023,17:01:00,17,1,45,17:46:00,0
1/3/2023,09:23:00,9,23,38,10:01:00,1
1/3/2023,19:48:00,19,48,7,19:55:00,1
1/3/2023,07:02:00,7,2,39,07:41:00,1
1/3/2023,11:08:00,11,8,25,11:33:00,1
1/3/2023,21:19:00,21,19,26,21:45:00,1
1/3/2023,11:26:00,11,26,8,11:34:00,1
1/3/2023,08:21:00,8,21,3,08:24:00,1
1/3/2023,09:41:00,9,41,32,10:13:00,0
1/3/2023,17:50:00,17,50,24,18:14:00,1
1/3/2023,21:19:00,21,19,35,21:54:00,0
1/3/2023,12:27:00,12,27,8,12:35:00,0
1/3/2023,19:55:00,19,55,33,20:28:00,1
1/3/2023,19:05:00,19,5,6,19:11:00,0
1/3/2023,13:29:00,13,29,25,13:54:00,0
1/3/2023,08:18:00,8,18,12,08:30:00,1
1/3/2023,09:58:00,9,58,11,10:09:00,1
1/3/2023,16:47:00,16,47,28,17:15:00,0
1/3/2023,07:18:00,7,18,42,08:00:00,0
1/3/2023,13:16:00,13,16,5,13:21:00,0
1/3/2023,08:29:00,8,29,41,09:10:00,0
1/3/2023,13:55:00,13,55,30,14:25:00,1
1/3/2023,16:36:00,16,36,15,16:51:00,1
1/3/2023,12:33:00,12,33,29,13:02:00,1
1/3/2023,21:00:00,21,0,34,21:34:00,1
1/3/2023,07:14:00,7,14,20,07:34:00,0
1/3/2023,07:06:00,7,6,36,07:42:00,0
1/3/2023,18:25:00,18,25,34,18:59:00,0
1/3/2023,15:08:00,15,8,31,15:39:00,1
1/3/2023,09:32:00,9,32,8,09:40:00,0
1/3/2023,08:04:00,8,4,3,08:07:00,1
1/3/2023,10:24:00,10,24,39,11:03:00,0
1/3/2023,13:22:00,13,22,9,13:31:00,0
1/3/2023,18:03:00,18,3,16,18:19:00,1
1/3/2023,20:18:00,20,18,33,20:51:00,1
1/3/2023,21:35:00,21,35,21,21:56:00,1
1/3/2023,10:18:00,10,18,8,10:26:00,1
1/3/2023,21:05:00,21,5,12,21:17:00,0
1/3/2023,12:54:00,12,54,39,13:33:00,1
1/3/2023,18:19:00,18,19,43,19:02:00,1
1/3/2023,18:12:00,18,12,26,18:38:00,1
1/3/2023,17:42:00,17,42,8,17:50:00,0
1/3/2023,13:24:00,13,24,10,13:34:00,0
1/3/2023,21:16:00,21,16,37,21:53:00,0
1/3/2023,09:46:00,9,46,13,09:59:00,1
1/3/2023,10:02:00,10,2,14,10:16:00,0
1/3/2023,12:49:00,12,49,28,13:17:00,0
1/3/2023,10:57:00,10,57,22,11:19:00,0
1/3/2023,17:16:00,17,16,12,17:28:00,1
1/3/2023,19:33:00,19,33,20,19:53:00,1
1/3/2023,21:27:00,21,27,14,21:41:00,1
1/3/2023,16:12:00,16,12,41,16:53:00,1
1/3/2023,19:27:00,19,27,14,19:41:00,0
1/3/2023,09:51:00,9,51,6,09:57:00,1
1/3/2023,13:50:00,13,50,35,14:25:00,1
1/3/2023,13:00:00,13,0,5,13:05:00,1
1/3/2023,09:12:00,9,12,41,09:53:00,0
1/3/2023,07:48:00,7,48,4,07:52:00,1
1/3/2023,18:59:00,18,59,20,19:19:00,0
1/3/2023,16:54:00,16,54,37,17:31:00,1
1/3/2023,11:56:00,11,56,26,12:22:00,1
1/3/2023,13:11:00,13,11,8,13:19:00,1
1/3/2023,16:34:00,16,34,35,17:09:00,1
1/3/2023,14:45:00,14,45,29,15:14:00,1
1/3/2023,17:49:00,17,49,19,18:08:00,0
1/3/2023,12:16:00,12,16,25,12:41:00,0
1/3/2023,19:02:00,19,2,9,19:11:00,0
1/3/2023,14:54:00,14,54,25,15:19:00,1
1/3/2023,20:32:00,20,32,18,20:50:00,0
1/3/2023,13:31:00,13,31,6,13:37:00,0
1/3/2023,09:17:00,9,17,39,09:56:00,1
1/3/2023,16:34:00,16,34,41,17:15:00,0
1/3/2023,18:04:00,18,4,32,18:36:00,1
1/3/2023,21:18:00,21,18,22,21:40:00,0
1/3/2023,12:26:00,12,26,23,12:49:00,1
1/3/2023,07:28:00,7,28,40,08:08:00,0
1/3/2023,11:36:00,11,36,32,12:08:00,1
1/3/2023,21:58:00,21,58,43,22:41:00,0
1/3/2023,20:55:00,20,55,12,21:07:00,1
1/3/2023,21:22:00,21,22,9,21:31:00,0
1/3/2023,15:09:00,15,9,30,15:39:00,0
1/3/2023,19:42:00,19,42,26,20:08:00,0
1/3/2023,19:27:00,19,27,39,20:06:00,0
1/3/2023,19:56:00,19,56,11,20:07:00,0
1/3/2023,12:29:00,12,29,33,13:02:00,1
1/3/2023,16:04:00,16,4,39,16:43:00,1
1/3/2023,11:35:00,11,35,23,11:58:00,0
1/3/2023,09:35:00,9,35,4,09:39:00,1
1/3/2023,19:44:00,19,44,3,19:47:00,1
1/3/2023,13:47:00,13,47,28,14:15:00,0
1/3/2023,17:03:00,17,3,33,17:36:00,1
1/3/2023,11:55:00,11,55,22,12:17:00,1
1/3/2023,15:27:00,15,27,20,15:47:00,1
1/3/2023,12:32:00,12,32,28,13:00:00,0
1/3/2023,10:52:00,10,52,43,11:35:00,1
1/3/2023,16:56:00,16,56,37,17:33:00,0
1/3/2023,16:07:00,16,7,41,16:48:00,1
1/3/2023,13:39:00,13,39,18,13:57:00,1
1/3/2023,11:30:00,11,30,8,11:38:00,0
1/3/2023,07:33:00,7,33,25,07:58:00,0
1/3/2023,07:20:00,7,20,3,07:23:00,0
1/3/2023,16:19:00,16,19,42,17:01:00,0
1/3/2023,07:34:00,7,34,11,07:45:00,1
1/3/2023,07:43:00,7,43,18,08:01:00,1
1/3/2023,15:59:00,15,59,7,16:06:00,0
1/3/2023,16:13:00,16,13,19,16:32:00,0
1/3/2023,10:20:00,10,20,36,10:56:00,0
1/3/2023,11:29:00,11,29,19,11:48:00,1
1/3/2023,20:02:00,20,2,13,20:15:00,0
1/3/2023,10:05:00,10,5,30,10:35:00,1
1/3/2023,13:06:00,13,6,10,13:16:00,0
1/3/2023,18:52:00,18,52,40,19:32:00,1
1/3/2023,19:38:00,19,38,15,19:53:00,0
1/3/2023,07:53:00,7,53,44,08:37:00,0
1/3/2023,15:14:00,15,14,32,15:46:00,0
1/3/2023,08:14:00,8,14,9,08:23:00,0
1/3/2023,10:41:00,10,41,25,11:06:00,1
1/3/2023,16:01:00,16,1,43,16:44:00,1
1/3/2023,17:52:00,17,52,11,18:03:00,0
1/3/2023,11:37:00,11,37,3,11:40:00,0
1/3/2023,14:56:00,14,56,22,15:18:00,1
1/3/2023,16:11:00,16,11,41,16:52:00,1
1/3/2023,16:53:00,16,53,15,17:08:00,0
1/3/2023,11:04:00,11,4,9,11:13:00,1
1/3/2023,13:39:00,13,39,7,13:46:00,0
1/3/2023,20:06:00,20,6,28,20:34:00,0
1/3/2023,16:00:00,16,0,28,16:28:00,1
1/3/2023,15:26:00,15,26,16,15:42:00,0
1/3/2023,13:37:00,13,37,34,14:11:00,0
1/3/2023,21:08:00,21,8,11,21:19:00,1
1/3/2023,10:45:00,10,45,25,11:10:00,1
1/3/2023,08:14:00,8,14,17,08:31:00,0
1/3/2023,21:22:00,21,22,12,21:34:00,0
1/3/2023,10:05:00,10,5,21,10:26:00,0
1/3/2023,13:20:00,13,20,37,13:57:00,0
1/3/2023,10:59:00,10,59,28,11:27:00,0
1/3/2023,16:52:00,16,52,27,17:19:00,0
1/3/2023,19:43:00,19,43,25,20:08:00,0
1/3/2023,14:10:00,14,10,30,14:40:00,1
2/3/2023,17:48:00,17,48,45,18:33:00,1
2/3/2023,10:51:00,10,51,30,11:21:00,1
2/3/2023,20:09:00,20,9,5,20:14:00,0
2/3/2023,07:37:00,7,37,45,08:22:00,1
2/3/2023,07:14:00,7,14,6,07:20:00,1
2/3/2023,08:36:00,8,36,10,08:46:00,1
2/3/2023,15:47:00,15,47,24,16:11:00,0
2/3/2023,20:17:00,20,17,20,20:37:00,0
2/3/2023,12:20:00,12,20,11,12:31:00,1
2/3/2023,18:18:00,18,18,14,18:32:00,1
2/3/2023,15:10:00,15,10,24,15:34:00,1
2/3/2023,16:02:00,16,2,8,16:10:00,1
2/3/2023,17:35:00,17,35,23,17:58:00,0
2/3/2023,07:56:00,7,56,43,08:39:00,0
2/3/2023,11:02:00,11,2,28,11:30:00,1
2/3/2023,13:09:00,13,9,37,13:46:00,0
2/3/2023,08:30:00,8,30,33,09:03:00,1
2/3/2023,17:58:00,17,58,37,18:35:00,1
2/3/2023,16:12:00,16,12,34,16:46:00,0
2/3/2023,10:46:00,10,46,38,11:24:00,0
2/3/2023,08:48:00,8,48,28,09:16:00,0
2/3/2023,15:55:00,15,55,16,16:11:00,1
2/3/2023,17:32:00,17,32,38,18:10:00,1
2/3/2023,17:50:00,17,50,8,17:58:00,1
2/3/2023,07:17:00,7,17,40,07:57:00,1
2/3/2023,17:52:00,17,52,13,18:05:00,0
2/3/2023,18:14:00,18,14,9,18:23:00,1
2/3/2023,12:45:00,12,45,25,13:10:00,1
2/3/2023,12:09:00,12,9,41,12:50:00,1
2/3/2023,10:54:00,10,54,19,11:13:00,0
2/3/2023,16:23:00,16,23,15,16:38:00,1
2/3/2023,08:27:00,8,27,34,09:01:00,1
2/3/2023,12:48:00,12,48,25,13:13:00,1
2/3/2023,20:27:00,20,27,7,20:34:00,1
2/3/2023,09:38:00,9,38,35,10:13:00,0
2/3/2023,11:02:00,11,2,24,11:26:00,0
2/3/2023,12:56:00,12,56,7,13:03:00,1
2/3/2023,11:33:00,11,33,31,12:04:00,1
2/3/2023,20:50:00,20,50,11,21:01:00,1
2/3/2023,20:22:00,20,22,5,20:27:00,1
2/3/2023,11:58:00,11,58,33,12:31:00,1
2/3/2023,17:15:00,17,15,31,17:46:00,1
2/3/2023,17:50:00,17,50,39,18:29:00,0
2/3/2023,12:57:00,12,57,13,13:10:00,0
2/3/2023,14:10:00,14,10,19,14:29:00,1
2/3/2023,19:26:00,19,26,41,20:07:00,0
2/3/2023,17:05:00,17,5,7,17:12:00,1
2/3/2023,16:10:00,16,10,30,16:40:00,0
2/3/2023,11:36:00,11,36,19,11:55:00,1
2/3/2023,21:52:00,21,52,22,22:14:00,1
2/3/2023,19:08:00,19,8,31,19:39:00,1
2/3/2023,20:33:00,20,33,24,20:57:00,1
2/3/2023,20:37:00,20,37,27,21:04:00,1
2/3/2023,17:28:00,17,28,44,18:12:00,0
2/3/2023,17:05:00,17,5,31,17:36:00,0
2/3/2023,21:15:00,21,15,40,21:55:00,0
2/3/2023,08:25:00,8,25,42,09:07:00,1
2/3/2023,18:17:00,18,17,14,18:31:00,0
2/3/2023,07:11:00,7,11,41,07:52:00,1
2/3/2023,09:38:00,9,38,29,10:07:00,1
2/3/2023,09:19:00,9,19,29,09:48:00,0
2/3/2023,08:00:00,8,0,7,08:07:00,1
2/3/2023,14:12:00,14,12,33,14:45:00,0
2/3/2023,20:08:00,20,8,13,20:21:00,1
2/3/2023,12:35:00,12,35,7,12:42:00,1
2/3/2023,07:04:00,7,4,15,07:19:00,1
2/3/2023,15:01:00,15,1,12,15:13:00,1
2/3/2023,18:11:00,18,11,20,18:31:00,0
2/3/2023,13:12:00,13,12,23,13:35:00,1
2/3/2023,08:50:00,8,50,32,09:22:00,0
2/3/2023,21:15:00,21,15,35,21:50:00,1
2/3/2023,21:10:00,21,10,20,21:30:00,1
2/3/2023,11:28:00,11,28,20,11:48:00,1
2/3/2023,15:37:00,15,37,5,15:42:00,0
